conattrA conattrP conattrAP
-0.278016 NA -0.688901
-0.366479 NA -0.058149
-0.571414 NA -0.070792
-1.341085 NA -0.283772
-0.053891 NA -1.179221
-1.098666 NA 0.814403
0.566955 NA -0.553704
-1.189206 NA 0.518319
-0.262286 NA 0.181237
-0.484025 NA -1.878785
1.437643 NA -0.133752
0.449608 NA -0.1187
-0.524313 NA -0.240501
-2.088721 NA 0.416431
1.158417 NA 0.492216
0.052953 NA 0.64743
0.438478 NA -0.647028
-0.711743 NA 0.316056
-0.552358 NA 1.273998
-2.059501 NA 1.987082
0.131098 NA 1.630486
-1.272603 NA 0.324749
-0.711958 NA 0.502956
-0.04353 NA 0.765652
-1.541129 NA -1.752105
0.434565 NA 0.751541
-0.615073 NA -0.080517
0.647833 NA 0.201863
0.816549 NA -0.354667
-0.686836 NA 0.689411
-0.887204 NA -0.42963
0.973978 NA 0.848117
0.824626 NA 1.648148
-0.326073 NA 0.918754
0.921765 NA -0.131552
-1.300297 NA -0.149661
-0.560916 NA 1.400609
2.422597 NA 0.737915
1.093226 NA -1.50775
0.403017 NA 1.691772
-0.80954 NA 0.683498
-1.863779 NA 0.437598
0.634244 NA -0.429133
1.932218 NA 0.392872
0.859703 NA -0.215412
-0.58983 NA 0.609139
-1.516062 NA 0.858949
0.887821 NA -0.293461
0.822793 NA 0.833997
0.281309 NA 1.620147
-0.29653 NA 0.318807
-0.079168 NA -1.05365
0.04659 NA 1.032078
-0.088834 NA -1.907009
0.954506 NA -0.373427
-1.716748 NA -0.38476
-0.941179 NA -2.864737
-0.324122 NA 2.128223
1.822045 NA -1.253292
0.100381 NA 0.454628
-0.190716 NA 0.721636
-0.019203 NA -0.56374
0.73621 NA -1.350722
-0.112994 NA 0.248281
-0.183362 NA -0.919802
-0.317426 NA -0.538608
-1.113306 NA 0.728448
-0.579821 NA -0.942444
-1.703665 NA 1.265282
-1.024233 NA -1.38161
-0.421086 NA 1.700764
1.097953 NA 0.385414
0.776345 NA -0.229034
0.316357 NA -0.986074
-1.034455 NA 0.941297
-0.666654 NA 0.183478
0.607881 NA -0.007283
0.571417 NA 2.347041
1.951907 NA -0.644965
-0.042407 NA 2.729761
-0.590292 NA 0.259253
-0.306528 NA 1.310228
-0.023118 NA -1.017124
0.458416 NA 0.302247
1.151587 NA 0.312976
0.704069 NA -0.05172
-2.029818 NA 0.071573
-2.445768 NA 0.752469
-0.70486 NA -0.858589
1.716782 NA -0.526403
0.182724 NA -0.514716
-1.922556 NA 0.081795
-0.394681 NA -0.530258
-1.276753 NA 0.289995
-0.046744 NA -0.80534
0.715063 NA -0.382346
-0.981684 NA -0.285875
0.891424 NA -0.252624
0.311495 NA -0.594994
0.537694 NA 0.413755
0.157351 NA 0.482014
-0.121668 NA 1.013753
0.588479 NA -1.846974
0.46415 NA -0.121875
2.206828 NA 0.457282
0.688543 NA 2.182592
1.052391 NA -0.355424
-0.33524 NA 0.777704
-0.432881 NA -0.978572
-1.409424 NA -0.732125
1.570692 NA -0.72973
-1.68561 NA -1.3971
-0.378659 NA 0.425665
-0.315874 NA 0.213419
0.127741 NA -0.424313
1.373238 NA -0.413491
-0.014317 NA 1.016825
0.416182 NA -1.246464
-1.303663 NA 0.742926
2.290048 NA 0.233665
0.34998 NA 0.474174
-0.898913 NA -0.231811
-0.865982 NA 0.695927
-1.332912 NA 1.942896
-0.601234 NA -0.102144
0.824034 NA 2.516306
0.475596 NA 0.444002
2.291922 NA -1.82251
1.01953 NA -0.611068
3.065997 NA -2.105676
0.410999 NA 0.394536
1.18037 NA -1.34076
0.644051 NA -0.289272
-1.391898 NA 1.552096
-0.142971 NA 0.009459
-1.303979 NA -1.565124
0.071816 NA -0.46092
0.293926 NA 0.000309
-0.27963 NA -1.419217
0.783755 NA 1.095802
0.378666 NA 0.225604
0.618509 NA -0.172607
0.468752 NA -0.896471
0.540164 NA -0.150837
-0.633263 NA -0.85365
-0.233118 NA -1.526685
-0.209295 NA -0.260155
-1.254303 NA 0.715083
-0.049407 NA -0.368532
0.174634 NA -1.318285
0.794313 NA -0.704245
-0.701087 NA -0.428908
0.151068 NA 0.42043
0.313411 NA -1.513674
-0.430449 NA -1.067286
0.509312 NA -2.053886
0.709863 NA -0.475867
-0.458604 NA -1.001763
1.102999 NA -0.318484
-0.46331 NA -1.574174
-1.332986 NA -0.294029
-0.405198 NA -0.13957
0.335398 NA -1.075764
0.857909 NA 1.47886
1.093615 NA -0.064895
-1.402671 NA -0.432033
0.375143 NA 1.03745
-0.447467 NA -0.798591
0.231908 NA 0.506166
0.08986 NA 0.015873
-0.896599 NA 0.550275
-0.401472 NA -0.081563
-1.551164 NA -1.450529
-0.270831 NA -0.475699
0.337951 NA 0.835458
-0.732476 NA 0.816387
0.484554 NA -0.412358
0.045746 NA -0.01207
-1.848893 NA -0.243388
0.164895 NA -0.156158
-0.085885 NA -0.461059
2.381039 NA -0.067979
-0.906122 NA -0.691365
0.407303 NA -0.73557
-0.721614 NA 1.519928
0.423112 NA 0.72293
-1.782334 NA -0.871241
-0.229974 NA 0.103798
-0.47837 NA 0.095444
0.085888 NA -2.151588
2.588619 NA -0.787909
-0.51347 NA 3.23512
1.498306 NA -0.066856
0.641674 NA 0.431685
0.87049 NA 0.532784
0.772869 NA -0.140629
1.659307 NA 0.277982
1.020228 NA -0.174643
0.09115 NA 1.039488
-0.886383 NA -0.636381
-0.028102 NA -0.706003
-2.332456 NA -1.66465
-1.044138 NA 0.507999
1.7734 NA -0.423973
-0.928303 NA -0.982432
-0.907306 NA -1.501765
-1.257893 NA -0.705311
-1.048388 NA -0.087136
1.149348 NA 0.555839
0.750818 NA -1.739371
-0.934797 NA -0.067
-0.458162 NA 0.692124
-0.917159 NA 0.020778
0.679235 NA 0.986253
-0.986886 NA -0.503313
-0.596742 NA -1.29677
-1.00546 NA 0.28984
3.112323 NA 0.735854
1.461014 NA -1.076536
-2.218445 NA -0.85668
0.95343 NA -0.640306
1.927144 NA 0.216648
-0.111251 NA 0.707009
1.135662 NA -0.683314
-0.967792 NA -2.31749
-0.877993 NA 0.122994
1.494803 NA -1.373357
1.003398 NA -0.044127
0.251672 NA -0.590024
0.338747 NA -0.599902
0.348623 NA 0.632091
-1.502693 NA -2.296541
0.352936 NA 1.577768
1.057886 NA 0.421059
0.400399 NA -0.183778
0.056026 NA 0.283573
-0.803218 NA 0.029044
0.343704 NA 0.268232
-0.922816 NA -0.510206
0.035783 NA 0.161728
-1.425925 NA 0.887056
1.313161 NA -1.127959
-0.166141 NA 0.481826
-1.085469 NA 0.009082
-0.600635 NA -0.669429
-0.316873 NA 0.521709
-0.835732 NA 0.553766
1.299048 NA 1.636632
-0.80324 NA 1.42826
-0.663448 NA 1.907194
-0.464803 NA 0.397156
-0.175755 NA 0.953247
-0.986957 NA -0.341677
-0.012194 NA 1.856368
0.722355 NA 1.586828
-0.308377 NA -0.520535
-0.461436 NA -0.737866
1.780672 NA -1.300417
-0.103108 NA 0.288524
0.375252 NA -0.360718
0.831382 NA 0.961228
1.384987 NA -0.840024
1.633166 NA 1.002655
-1.957287 NA 1.096551
0.105313 NA 1.18748
1.182785 NA 0.468618
1.215733 NA -0.564363
0.306526 NA 0.065529
-0.912671 NA 0.37557
0.046808 NA 0.23101
1.588898 NA 0.258447
2.317861 NA 0.467416
1.130108 NA -0.606906
-0.796098 NA 0.019456
-1.665742 NA -0.755487
-0.682198 NA 0.434176
0.296214 NA -0.503236
0.47062 NA 0.500111
-1.133439 NA -0.852321
-1.301047 NA 1.936911
-0.702967 NA 0.302684
0.202642 NA 1.329407
0.153356 NA -0.641643
0.83762 NA -0.132334
-1.582594 NA 0.229692
0.539422 NA 0.864071
-1.823417 NA -0.210219
-0.041447 NA -0.035752
-0.969022 NA 0.282849
1.92012 NA -0.810593
1.077714 NA 1.724439
1.107711 NA -0.024121
-1.145097 NA -0.73056
-0.53202 NA -0.228348
0.048211 NA -0.768322
0.944683 NA 0.9768
0.076973 NA -1.708802
-0.124996 NA 0.307962
-0.01245 NA -0.139073
0.229895 NA -0.738558
-0.038405 NA 1.710621
-1.322199 NA -0.087245
0.106138 NA -1.895064
0.123679 NA -1.290272
0.057599 NA 0.770859
-1.526673 NA 0.888175
1.947993 NA -1.781951
0.396244 NA 0.113773
1.41386 NA -1.581993
-0.257497 NA 0.838729
-0.260642 NA -0.074009
-0.232148 NA 1.137281
-1.568605 NA -0.534153
0.890287 NA 0.075734
0.033488 NA 1.727858
-0.417711 NA 1.962909
0.348872 NA 1.589743
-0.354805 NA -1.362552
-0.425297 NA 1.201619
1.682558 NA 0.135926
1.804367 NA 0.785239
-2.247298 NA 2.055575
1.349353 NA -2.892008
-0.304276 NA -0.840734
-1.327191 NA -0.434454
0.248633 NA -1.597331
1.182077 NA -0.611218
-1.401706 NA -0.320075
-0.77068 NA -1.19057
0.895817 NA 0.67381
2.279663 NA 0.701986
0.269465 NA -0.090022
-2.407787 NA 1.262398
-1.747171 NA -2.929991
0.971856 NA -0.144594
0.376434 NA 0.612944
0.189003 NA 0.223993
-1.184427 NA 0.153055
-1.414098 NA -0.11393
0.128185 NA -0.604324
0.026594 NA 0.279539
-0.478409 NA 0.362935
0.429475 NA 0.242798
-1.437217 NA 1.423547
-1.637735 NA 0.172722
0.084736 NA 1.435723
0.055167 NA -0.547652
0.707261 NA 0.860378
0.855888 NA -1.097195
-0.12961 NA 0.822182
-1.091 NA -0.855868
2.191267 NA 0.67359
0.528011 NA -0.090468
0.688689 NA -0.439305
1.269841 NA -0.42886
-0.688556 NA -0.014837
1.392633 NA 1.834415
-0.767468 NA -0.696365
0.129489 NA 0.980099
1.19203 NA 1.573921
0.860897 NA -0.465952
-0.456843 NA -0.603732
-0.037269 NA 0.737141
-1.187479 NA -0.27361
-0.038037 NA 1.215553
0.527398 NA -1.171572
0.951137 NA -0.313989
-0.36134 NA -0.915614
-0.521537 NA -1.168197
-0.135778 NA 0.803902
0.693371 NA -1.025598
1.263365 NA 0.059513
-0.312616 NA 0.778455
-1.357034 NA -0.816184
0.186978 NA -1.253775
-0.511867 NA 1.132556
-0.335945 NA 0.275916
1.008076 NA -0.528769
-2.135553 NA -0.11183
-0.082162 NA -1.138279
0.414899 NA 0.938299
1.751644 NA -0.665855
0.589423 NA 0.69704
-1.073776 NA 0.230195
-1.804367 NA 1.52061
0.042566 NA 0.769202
-0.340849 NA 0.114532
-0.583468 NA 0.229632
1.955924 NA -0.325023
0.327511 NA 0.605199
0.236541 NA -1.017742
0.615665 NA -1.777943
-0.428729 NA 1.263819
-0.694985 NA -0.961064
-1.126572 NA -2.052197
-0.890426 NA 0.167062
0.715536 NA 0.183271
0.159633 NA -0.275536
-1.286646 NA -0.107816
0.140871 NA 2.719995
0.4632 NA 0.259648
-0.738292 NA -0.041637
-0.550419 NA 1.017892
-1.309656 NA -0.587418
-0.314585 NA 1.72906
0.83093 NA 0.582519
-0.168899 NA -0.670697
1.920089 NA 0.380387
-0.124881 NA -0.442557
0.219409 NA 1.634908
-0.775079 NA 0.407387
-0.211417 NA -0.803398
0.877084 NA 0.595782
0.089331 NA -0.729353
1.240531 NA 0.115523
-0.862543 NA -0.468946
0.03557 NA -1.146285
-0.235176 NA 0.219844
-0.291345 NA 1.538051
-0.554512 NA 0.22459
0.884279 NA -1.757951
-0.718241 NA 0.834612
-0.373351 NA -0.084216
-0.032956 NA -0.005035
0.019758 NA -0.277727
0.630134 NA 0.97426
0.019703 NA 1.065365
-1.762464 NA 0.130898
-0.850156 NA 0.292232
-0.185886 NA 0.194005
-0.959604 NA 0.138874
-1.125768 NA -0.767892
1.378301 NA -0.298073
-1.54731 NA 0.568212
-0.785172 NA 0.190852
1.248422 NA 0.195453
0.627459 NA -0.362636
-0.070705 NA 0.621197
0.029999 NA -0.264538
1.532853 NA -1.457426
-0.431967 NA -0.619084
-0.298005 NA 1.376645
0.456857 NA 0.212805
0.607573 NA -1.390132
0.568786 NA -1.504895
0.251585 NA 0.52149
-0.226506 NA -1.122651
0.071325 NA 0.11893
-0.565294 NA -0.590281
0.989413 NA -0.472323
-0.019682 NA -0.301429
-0.16851 NA 0.677507
-0.544358 NA 0.89689
-1.101652 NA -0.88176
0.11247 NA -1.192499
0.300474 NA -1.752334
0.42925 NA -1.304003
-1.00272 NA 0.940729
-1.148723 NA 1.129574
0.045989 NA -0.044773
-0.249163 NA -0.307002
1.038841 NA 0.705365
-0.198478 NA -0.340016
-1.458815 NA 0.290742
0.347447 NA -0.110581
0.9538 NA -0.481616
-0.398019 NA 0.053881
-0.695504 NA 0.766036
0.248811 NA 0.591684
-0.624515 NA -0.782378
1.450772 NA 0.271167
0.06918 NA 0.228591
0.765355 NA -0.055946
0.32541 NA 0.391132
2.083394 NA 0.984395
-0.485194 NA -1.249205
-1.128376 NA -1.44396
0.898846 NA 1.431428
1.00344 NA -1.241231
-1.265313 NA -0.422957
-1.485102 NA -0.356802
0.445621 NA 1.399689
0.01709 NA -0.643874
0.707968 NA -0.525456
1.64228 NA -1.284299
1.655798 NA 0.228715
0.420552 NA -1.134951
0.804515 NA -0.494439
-1.980525 NA 0.806485
-1.150185 NA -0.934355
-0.812196 NA -0.198283
-0.820738 NA -0.042406
0.80759 NA 0.134375
1.159644 NA -1.057363
0.722176 NA 0.046284
-0.513675 NA -0.442252
1.027154 NA 0.001577
-0.646587 NA -1.301466
-0.609429 NA -1.40348
1.854099 NA 1.483436
0.448715 NA -0.237351
0.665566 NA 1.02409
1.027324 NA -3.1432
-0.085002 NA 1.757012
0.222717 NA 0.457748
0.752916 NA -1.279189
-1.566238 NA 0.004391
1.142894 NA -0.967337
0.107364 NA -1.288152
0.469558 NA -0.871332
-0.95767 NA -0.83247
-0.149269 NA -1.730077
-0.106804 NA 2.047028
0.328124 NA -0.393562
-0.028032 NA -0.246192
1.103716 NA 0.931932
3.504284 NA 0.750295
-0.320021 NA 1.194412
-1.845897 NA 0.525194
0.380747 NA -1.698584
-0.125373 NA 0.508774
1.78576 NA 0.281967
-0.409118 NA -1.120832
-0.281631 NA -0.576707
0.628694 NA 0.076492
-0.026643 NA -2.14009
1.211032 NA 0.749549
-0.04846 NA -0.035963
2.588274 NA -0.082276
-0.077527 NA -1.244932
0.440836 NA 0.05096
-0.525848 NA 0.451391
0.578768 NA -0.447804
0.12505 NA 0.606243
-0.807378 NA -2.756891
2.070601 NA -1.447488
0.671751 NA -0.218015
0.131388 NA 1.257777
0.138179 NA -1.238707
-2.763175 NA 0.182251
-0.092462 NA -0.200082
1.182563 NA -0.373222
-0.668133 NA 2.971443
-0.875834 NA -0.089196
0.169285 NA -0.76371
-1.065021 NA -2.964596
0.090916 NA -0.108578
1.249775 NA -0.784042
-0.817371 NA 1.668165
-1.25698 NA -0.666362
-0.886778 NA -0.176817
-0.081827 NA -0.09744
1.710489 NA 0.090862
0.746903 NA 2.536027
-0.38391 NA -1.118244
-1.306114 NA -0.252472
-0.77303 NA -0.707693
0.937945 NA -0.140702
0.776129 NA -0.01816
1.146191 NA -1.381267
1.383114 NA 0.016056
1.378346 NA -0.701565
-0.124939 NA 0.869023
1.963513 NA 0.05608
-1.415469 NA -1.191211
-0.137309 NA -0.088946
-1.711357 NA 1.674587
-2.826835 NA 1.280174
-0.179588 NA 0.010982
0.539192 NA 0.880144
0.928654 NA 2.156386
-1.745895 NA 1.505202
-0.673693 NA -1.106458
-0.555301 NA -0.0362
-0.201588 NA -0.059327
-0.649461 NA -0.091319
0.295246 NA 0.44999
-0.487115 NA -0.600852
1.8349 NA 0.533441
-0.71913 NA 0.060545
0.191625 NA 0.69213
0.521578 NA -1.29176
0.965121 NA -0.942861
-0.588473 NA -1.088343
-0.282187 NA 1.859733
-1.276358 NA -1.112833
0.915287 NA -0.933612
1.018403 NA -0.342278
-1.555907 NA 0.703305
-0.650576 NA -0.045971
1.509922 NA 0.44028
-0.340163 NA -0.588639
-0.591447 NA -1.280179
1.516503 NA 1.21864
0.314731 NA 0.895521
-2.143263 NA 0.03673
-0.638416 NA 1.19237
-1.448294 NA -1.530793
-0.87118 NA -0.914971
0.653462 NA 1.049934
-0.61838 NA 1.074933
1.069406 NA 0.029597
-0.827884 NA -0.599203
-0.449297 NA -0.720412
1.923052 NA -1.154601
-0.723457 NA 0.636297
0.505656 NA 0.141863
-0.888332 NA 0.213248
2.680921 NA -0.145969
1.3012 NA 0.26273
0.830096 NA -1.399735
0.273402 NA 0.68923
0.680199 NA -0.097008
0.358756 NA 1.09352
0.438489 NA 0.216641
-0.599344 NA -0.177697
0.337609 NA -0.022136
0.020401 NA -0.014809
0.516801 NA -0.150557
1.228196 NA -0.139783
-0.523058 NA 0.322333
0.88986 NA -1.294996
1.338885 NA 0.794542
1.621143 NA 0.478966
-0.017826 NA -0.631595
0.597875 NA -0.123028
-0.789788 NA -0.378066
-1.591221 NA 0.611079
-2.790853 NA 0.084748
0.94275 NA 1.611134
-0.77534 NA -0.534417
-1.00369 NA 0.577968
1.035665 NA -0.415291
-1.440308 NA -0.480682
-0.495407 NA 0.468453
-2.701994 NA -0.67596
0.832112 NA 0.109155
-1.568979 NA -1.404201
1.506061 NA -1.273177
2.093752 NA 1.527588
-0.390382 NA -0.440712
1.663898 NA 1.12129
2.387736 NA -0.224827
0.050736 NA -0.166971
0.569917 NA 0.704573
0.458584 NA 0.068249
0.538433 NA -0.340906
0.309078 NA -1.264371
-0.488614 NA 0.399114
0.765549 NA -1.137033
1.304284 NA 0.518092
-0.268266 NA -0.947986
-0.045562 NA -0.087942
1.617956 NA 1.272906
0.524008 NA 0.439617
1.052918 NA -0.260521
0.704175 NA 1.249752
0.044059 NA 0.680978
-0.940227 NA 1.54578
2.370846 NA -0.035342
0.714059 NA -1.958184
0.126197 NA 0.985049
0.133134 NA -0.102524
0.408159 NA -0.225254
-1.655558 NA 0.710471
-0.80161 NA -1.170115
1.191632 NA -0.375384
-0.050737 NA 1.67798
0.940029 NA 0.205958
-0.052482 NA 0.622269
-1.436054 NA -1.154068
0.007683 NA 0.670673
0.066786 NA 0.215303
0.245337 NA -0.385879
-1.505703 NA 1.422676
-1.231947 NA -1.452916
0.324174 NA 0.122431
-1.491643 NA -0.621979
-0.088935 NA -0.763643
-1.210376 NA -0.128851
1.126937 NA 0.183577
1.18447 NA 0.504637
-0.151689 NA -1.97404
0.337652 NA 0.141519
0.780135 NA 1.339904
-1.234228 NA -1.111474
-2.039235 NA -1.423466
-1.609223 NA 1.189378
2.78854 NA -0.801249
1.486745 NA 2.241571
-0.276628 NA -0.72908
1.961909 NA -1.078879
1.070319 NA 0.255711
-0.507463 NA -0.17414
0.169992 NA -1.093515
-1.704653 NA -1.603375
-1.29603 NA 1.589899
-0.353197 NA -0.246529
-0.854951 NA -0.974919
0.254402 NA -0.772416
3.66613 NA -0.521982
1.126753 NA 1.705119
0.025691 NA 0.520914
-0.242093 NA 1.942469
0.659569 NA 1.448745
1.51447 NA 1.433404
0.496722 NA -0.308645
0.670378 NA -0.426055
1.425484 NA 1.267112
-0.526752 NA -0.745084
-1.182664 NA -0.064124
-0.833903 NA 0.113617
0.412805 NA 0.059721
1.245853 NA 0.048065
0.704383 NA 1.161944
0.314873 NA -0.041417
-1.210478 NA -2.290945
0.421216 NA 0.23096
1.123547 NA 1.542024
-0.450989 NA 0.232244
1.021888 NA -0.910052
0.986307 NA -0.519799
-1.106375 NA 0.324808
-1.395972 NA 1.276308
-1.176414 NA 0.868835
-0.703649 NA 0.376565
0.733477 NA 1.535104
0.440476 NA -0.306847
-0.675469 NA -1.500298
-0.418686 NA 0.072672
0.112362 NA 2.328835
-0.115492 NA 0.870783
1.933946 NA 0.688796
0.661497 NA -0.041282
-2.078193 NA -0.699213
0.75011 NA 1.56558
-0.449942 NA 0.637579
0.277569 NA 0.913444
-0.737228 NA -0.897702
-2.0249 NA -0.103744
0.186034 NA 0.242283
-1.241449 NA -0.695472
-0.634236 NA 0.818678
-0.53268 NA 1.062076
-1.370311 NA 1.416902
-0.379805 NA -0.15883
0.6413 NA -0.221428
-0.016706 NA 0.315149
-0.661155 NA 0.307925
1.414003 NA -0.645367
0.12908 NA -2.021778
-0.255354 NA 0.154078
-0.682312 NA 0.115338
-2.05918 NA -0.214789
0.383851 NA 0.097352
0.225345 NA 1.297061
-0.717708 NA 0.633903
0.127829 NA 0.500537
0.068003 NA 0.709707
1.128092 NA -1.452081
-0.139215 NA -1.337584
-0.050957 NA 0.233154
-0.039791 NA 0.387155
0.354737 NA 0.339074
-1.526675 NA 1.719195
0.184112 NA 0.398756
-1.402446 NA -1.340802
1.079452 NA 1.035011
1.042463 NA 0.603004
1.43401 NA 1.795249
-0.493073 NA -0.290512
-1.366531 NA 0.13752
-1.106353 NA 0.783719
-0.542953 NA 0.81328
-0.209894 NA -0.65979
-1.062362 NA -0.103037
-0.597671 NA -2.014842
1.90418 NA 0.023457
0.814075 NA -1.39859
0.639665 NA 1.257748
-0.316276 NA -0.487863
1.510191 NA 0.696586
0.305623 NA 0.256835
-1.269385 NA -1.132996
-1.075626 NA -0.395772
-0.055528 NA -0.451526
-0.947338 NA -0.672594
-0.54574 NA 0.463182
-1.177645 NA -0.252964
-2.2775 NA 0.835626
-0.143313 NA 0.396331
0.030299 NA -0.51553
-0.721947 NA -0.185081
-0.599796 NA -1.869855
-0.227646 NA 1.290123
1.930259 NA -1.865373
0.102729 NA -0.663408
-0.207735 NA -0.268671
-0.313433 NA -0.365407
0.02789 NA 0.54479
0.203792 NA -0.820279
0.394596 NA 0.737369
-0.529548 NA -0.486866
-0.223323 NA -0.595381
0.447971 NA -0.344943
-0.29039 NA 1.488194
1.476276 NA 3.25048
-0.171089 NA -1.012495
2.041481 NA 1.391176
0.483106 NA 0.307721
0.188056 NA 0.650715
0.605539 NA 0.222335
-1.167641 NA 1.848455
-0.959622 NA -0.037623
0.764352 NA 0.04769
-0.009719 NA 0.010619
-1.647521 NA 2.153025
1.439009 NA 1.069787
2.403485 NA -1.519826
-2.243099 NA -0.788012
0.638416 NA -0.417736
0.958367 NA 0.267385
0.591644 NA -1.165541
1.181788 NA 1.491612
0.332847 NA -1.155473
-0.163911 NA 0.510292
0.642029 NA -0.561562
-1.389143 NA -0.30215
-1.351755 NA 0.439468
-1.583266 NA 0.023649
1.189424 NA 0.497276
-0.69586 NA -0.951721
-0.119843 NA 0.479038
-1.110781 NA -0.293896
0.102938 NA 0.181653
0.295137 NA 0.005503
0.250926 NA -1.976446
0.978075 NA 0.182411
1.410649 NA 0.382252
0.642606 NA -0.558127
-0.569646 NA 1.088564
-1.080051 NA 0.674558
-0.483849 NA 0.084661
1.377261 NA -1.061493
2.905812 NA 0.497165
0.356421 NA -0.568952
0.056677 NA -0.601809
-0.69823 NA 0.451364
-0.698736 NA -1.780047
-0.488481 NA -0.66381
1.075412 NA 0.26525
0.033852 NA -0.05506
0.905741 NA 0.714072
1.059769 NA -1.255483
-0.214107 NA 0.126421
-0.479064 NA 1.34648
-1.122329 NA 0.815574
0.876856 NA 0.129107
-0.443781 NA 0.969476
-0.769189 NA -1.025254
0.963331 NA 0.868793
-0.291775 NA -2.232801
1.192485 NA -0.423038
-0.690854 NA 0.453005
-0.067722 NA -0.846312
0.856956 NA 1.589244
-1.135187 NA -0.565532
-0.224283 NA -0.192971
1.614305 NA 0.457874
0.406656 NA 0.454698
1.414775 NA 1.193226
0.319215 NA 1.007361
0.434431 NA -0.791042
-1.967294 NA 1.06329
-0.247074 NA 0.160753
0.040489 NA 0.391261
-0.01613 NA -0.7343
-0.792693 NA -0.4499
0.514669 NA -1.356047
0.247224 NA 0.21382
1.33591 NA 0.174402
-0.204974 NA -0.931769
-2.805909 NA -0.638241
-0.697327 NA -0.016737
0.845395 NA 1.935285
1.6505 NA -0.971957
0.755782 NA -1.000882
0.058539 NA -0.520434
-0.628604 NA 0.026777
-1.052274 NA 0.95366
-1.018707 NA 0.91074
-0.827951 NA -2.06891
0.450561 NA 0.048132
0.632442 NA -0.423213
0.330202 NA -0.991729
0.045267 NA 0.836129
-1.089481 NA 1.333893
-0.079482 NA 0.019199
-0.078938 NA 0.525014
-0.623669 NA 1.284641
1.248134 NA 1.236819
0.123923 NA 0.371136
0.43784 NA -0.148977
-0.750701 NA 1.535063
0.706054 NA 0.417663
-1.556932 NA -0.423991
-1.522741 NA 0.653164
0.473145 NA -1.61187
0.128657 NA -0.340572
-0.081899 NA 0.283052
0.905792 NA -2.401521
-0.034547 NA -1.34908
-0.279816 NA 0.507762
2.058658 NA 2.258151
0.093601 NA 0.381243
1.128429 NA -0.311032
0.293581 NA -0.64133
-0.425522 NA 1.589097
0.715822 NA 2.950305
0.519925 NA 0.034464
2.030496 NA 1.087393
-1.998352 NA 0.209585
-0.555271 NA 0.232866
0.398067 NA -1.016127
-0.412592 NA 0.339302
-0.616582 NA -0.91931
-0.82051 NA 0.660005
0.363028 NA -1.174209
-0.00285 NA 0.312209
-0.370958 NA -2.330632
1.075807 NA -0.265051
-1.008232 NA 1.47858
0.026419 NA -0.394766
-1.286753 NA -0.397423
-0.825979 NA -0.221325
1.459252 NA -0.453881
-1.023937 NA -0.543168
1.488215 NA -0.564231
0.682041 NA 0.258721
-0.403421 NA 0.263901
-0.54001 NA 0.252704
-0.179616 NA -0.871706
-1.706582 NA 0.113436
-0.878146 NA -0.202179
-0.591402 NA -0.460802
-0.280785 NA 0.246806
0.649891 NA -0.685099
-0.20103 NA 0.316764
3.854985 NA -0.270838
-0.898308 NA 0.944364
0.903799 NA 0.94756
1.800956 NA -2.060302
1.336276 NA -0.604271
1.292335 NA 0.714215
-1.365248 NA -0.885511
-0.139476 NA 0.515167
0.421987 NA 0.305924
-0.193781 NA -1.825788
-0.349659 NA 0.287142
-1.725402 NA 0.053206
0.392022 NA -0.15345
-1.649392 NA 0.470613
0.201696 NA 0.871064
-1.141766 NA 1.080088
-1.88452 NA 1.527514
0.855001 NA -1.240197
0.022498 NA 0.649262
-0.235811 NA 2.91242
0.174229 NA -1.049882
0.371998 NA 0.24466
0.17615 NA -0.045431
-0.235842 NA 0.693633
0.362392 NA 0.586332
0.81237 NA -0.503072
1.254662 NA 2.181694
-1.559123 NA 0.758119
0.065808 NA 1.392584
-1.3788 NA -0.012762
-0.447899 NA 1.324519
-1.08843 NA -0.672604
0.771329 NA -0.84719
0.541123 NA -0.968275
1.449712 NA 3.287514
2.193542 NA 1.352236
1.122077 NA -1.363508
-0.513112 NA 0.528074
0.849507 NA -0.675129
-1.122978 NA -0.380387
-0.774234 NA -1.317823
0.772738 NA 0.048707
0.454482 NA 0.587068
-0.791244 NA 1.111227
0.042777 NA -0.893575
0.525044 NA -0.390056
2.413025 NA -0.822805
1.624018 NA -0.156396
1.243637 NA -0.24421
-1.559215 NA 1.462539
-0.490347 NA 0.862981
0.650918 NA 0.592705
-0.818982 NA -2.19448
-0.299035 NA 0.457664
0.061823 NA -0.675963
-1.40853 NA 0.428192
1.134303 NA 1.139287
0.625427 NA 0.673094
-0.793958 NA 0.529264
1.139906 NA 0.446863
-1.790588 NA -1.103934
0.516041 NA 0.191513
-0.855136 NA -0.320267
-0.108587 NA 0.707936
-2.104593 NA 0.782054
-0.877165 NA 1.178663
-0.596528 NA -1.429467
1.328369 NA -0.529653
-0.252654 NA 0.70725
0.456608 NA -1.412553
-0.23456 NA 2.008171
0.004519 NA 0.324639
-2.13689 NA -1.259467
0.266662 NA 0.41523
-0.133458 NA 0.567042
0.891053 NA -2.247763
-0.781726 NA 0.543206
0.451997 NA -1.779286
-2.098297 NA -0.174101
0.640966 NA -0.017814
-0.211224 NA 0.85866
0.022138 NA -0.7246
-1.589893 NA -0.890007
-0.729389 NA -0.27304
0.536725 NA -0.266195
0.529144 NA -0.688869
1.779088 NA 0.42648
-0.219609 NA 0.944284
